birthplace,date_of_birth,race_ethnicity,sexual_orientation,year_of_award,award,movie,person,Coordinates
Hartford_Ct,,White,Bisexual,1968,Best_Actress,Guess_Whos_Coming_to_Dinner,Katharine_Hepburn,"[41.7658, -72.6734]"
Brooklyn_Ny,,White,Straight,1969,Best_Actress,Funny_Girl,Barbra_Streisand,"[40.650002, -73.949997]"
Hartford_Ct,,White,Bisexual,1969,Best_Actress,The_Lion_in_Winter,Katharine_Hepburn,"[41.7658, -72.6734]"
Ilford_Essex_England,1934-12-28,White,Straight,1970,Best_Actress,The_Prime_of_Miss_Jean_Brodie,Maggie_Smith,"[51.556, 0.0781]"
Birkenhead_Cheshire_England,,White,Straight,1971,Best_Actress,Women_in_Love,Glenda_Jackson,"[53.388, -3.0326]"
New_York_City,,White,Straight,1972,Best_Actress,Klute,Jane_Fonda,"[40.712776, -74.005974]"
Los_Angeles_Ca,,White,Straight,1973,Best_Actress,Cabaret,Liza_Minnelli,"[34.052235, -118.243683]"
Birkenhead_Cheshire_England,,White,Straight,1974,Best_Actress,A_Touch_of_Class,Glenda_Jackson,"[53.388, -3.0326]"
Detroit_Mi,,White,Straight,1975,Best_Actress,Alice_Doesnt_Live_Here_Anymore,Ellen_Burstyn,"[42.331429, -83.045753]"
Birmingham_Al,,White,Straight,1976,Best_Actress,One_Flew_Over_the_Cuckoos_Nest,Louise_Fletcher,"[33.5207, -86.8025]"
Bascom_Fl,1941-01-14,White,Straight,1977,Best_Actress,Network,Faye_Dunaway,"[30.8383, -85.1047]"
Los_Angeles_Ca,,White,Straight,1978,Best_Actress,Annie_Hall,Diane_Keaton,"[34.052235, -118.243683]"
New_York_City,,White,Straight,1979,Best_Actress,Coming_Home,Jane_Fonda,"[40.712776, -74.005974]"
Pasadena_Ca,,White,Straight,1980,Best_Actress,Norma_Rae,Sally_Field,"[34.147785, -118.144515]"
Quitman_Tx,,White,Straight,1981,Best_Actress,Coal_Miners_Daughter,Sissy_Spacek,"[32.7966, -95.4435]"
Hartford_Ct,,White,Bisexual,1982,Best_Actress,On_Golden_Pond,Katharine_Hepburn,"[41.7658, -72.6734]"
Summit_Nj,,White,Straight,1983,Best_Actress,Sophies_Choice,Meryl_Streep,"[40.7159, -74.3646]"
Richmond_Va,,White,Straight,1984,Best_Actress,Terms_of_Endearment,Shirley_MacLaine,"[37.540726, -77.43605]"
Pasadena_Ca,,White,Straight,1985,Best_Actress,Places_in_the_Heart,Sally_Field,"[34.147785, -118.144515]"
Kirksville_Mo,,White,Straight,1986,Best_Actress,The_Trip_to_Bountiful,Geraldine_Page,"[40.1948, -92.5833]"
Morton_Grove_Il,,White,Straight,1987,Best_Actress,Children_of_a_Lesser_God,Marlee_Matlin,"[42.0406, -87.7825]"
El_Centro_Ca,,White,Bisexual,1988,Best_Actress,Moonstruck,Cher,"[32.792, -115.5631]"
Los_Angeles_Ca,,White,Lesbian,1989,Best_Actress,The_Accused,Jodie_Foster,"[34.052235, -118.243683]"
London_England,,White,Straight,1990,Best_Actress,Driving_Miss_Daisy,Jessica_Tandy,"[51.507351, -0.127758]"
Memphis_Tn,,White,Straight,1991,Best_Actress,Misery,Kathy_Bates,"[35.1495, -90.049]"
Los_Angeles_Ca,,White,Lesbian,1992,Best_Actress,The_Silence_of_the_Lambs,Jodie_Foster,"[34.052235, -118.243683]"
London_England,,White,Straight,1993,Best_Actress,Howards_End,Emma_Thompson,"[51.507351, -0.127758]"
Conyers_Ga,,White,Straight,1994,Best_Actress,The_Piano,Holly_Hunter,"[33.6676, -84.0177]"
Cloquet_Mn,,White,Straight,1995,Best_Actress,Blue_Sky,Jessica_Lange,"[46.7219, -92.4618]"
Queens_Ny,,White,Straight,1996,Best_Actress,Dead_Man_Walking,Susan_Sarandon,"[40.7282, -73.7949]"
Chicago_Il,,White,Straight,1997,Best_Actress,Fargo,Frances_McDormand,"[41.878113, -87.629799]"
Culver_City_Ca,,White,Straight,1998,Best_Actress,As_Good_As_It_Gets,Helen_Hunt,"[34.0219, -118.3965]"
Los_Angeles_Ca,1972-09-27,White,Straight,1999,Best_Actress,Shakespeare_in_Love,Gwyneth_Paltrow,"[34.052235, -118.243683]"
Lincoln_Ne,1974-07-30,White,Straight,2000,Best_Actress,Boys_Dont_Cry,Hilary_Swank,"[40.8136, -96.7026]"
Smyrna_Ga,,White,Straight,2001,Best_Actress,Erin_Brockovich,Julia_Roberts,"[33.8834, -84.5144]"
Cleveland_Oh,,Multiracial,Straight,2002,Best_Actress,Monsters_Ball,Halle_Berry,"[41.4993, -81.6944]"
Honolulu_Hi,,White,Straight,2003,Best_Actress,The_Hours,Nicole_Kidman,"[21.3069, -157.8583]"
Benoni_South_Africa,,White,Straight,2004,Best_Actress,Monster,Charlize_Theron,"[-26.1885, 28.32]"
Lincoln_Ne,1974-07-30,White,Straight,2005,Best_Actress,Million_Dollar_Baby,Hilary_Swank,"[40.8136, -96.7026]"
New_Orleans_La,,White,Straight,2006,Best_Actress,Walk_the_Line,Reese_Witherspoon,"[29.9511, -90.0715]"
Chiswick_London_England,,White,Straight,2007,Best_Actress,The_Queen,Helen_Mirren,"[51.4892, -0.261]"
Paris_France,,White,Straight,2008,Best_Actress,The_Passionate_Life_of_Edith_Piaf,Marion_Cotillard,"[48.856613, 2.352222]"
Reading_England,,White,Straight,2009,Best_Actress,The_Reader,Kate_Winslet,"[51.4543, -0.9781]"
Arlington_Va,,White,Straight,2010,Best_Actress,The_Blind_Side,Sandra_Bullock,"[38.8816, -77.091]"
Jerusalem_Israel,,White,Straight,2011,Best_Actress,Black_Swan,Natalie_Portman,"[31.7683, 35.2137]"
Summit_Nj,,White,Straight,2012,Best_Actress,The_Iron_Lady,Meryl_Streep,"[40.7159, -74.3646]"
Louisville_Ky,,White,Straight,2013,Best_Actress,Silver_Linings_Playbook,Jennifer_Lawrence,"[38.2527, -85.7585]"
Melbourne_Victoria_Australia,,White,Straight,2014,Best_Actress,Blue_Jasmine,Cate_Blanchett,"[-37.8136, 144.9631]"
Litchfield_Mn,1899-02-15,White,Straight,1937,Best_Supporting_Actress,Anthony_Adverse,Gale_Sondergaard,"[45.1276, -94.5265]"
New_York_City,1892-11-02,White,Straight,1938,Best_Supporting_Actress,In_Old_Chicago,Alice_Brady,"[40.712776, -74.005974]"
Los_Angeles_Ca,1891-12-07,White,Straight,1939,Best_Supporting_Actress,Jezebel,Fay_Bainter,"[34.052235, -118.243683]"
Wichita_Ks,1893-06-10,Black,Matter of Dispute,1940,Best_Supporting_Actress,Gone_with_the_Wind,Hattie_McDaniel,"[37.6872, -97.3301]"
Palmyra_Mo,1879-10-15,White,Straight,1941,Best_Supporting_Actress,The_Grapes_of_Wrath,Jane_Darwell,"[39.7947, -91.5225]"
Quincy_Il,1906-05-03,White,Straight,1942,Best_Supporting_Actress,The_Great_Lie,Mary_Astor,"[39.9356, -91.4099]"
New_York_City,,White,Straight,1943,Best_Supporting_Actress,Mrs_Miniver,Teresa_Wright,"[40.712776, -74.005974]"
Athens_Greece,1900-12-17,White,Straight,1944,Best_Supporting_Actress,For_Whom_the_Bell_Tolls,Katina_Paxinou,"[37.9838, 23.7275]"
Philadelphia_Pa,1879-08-15,White,Straight,1945,Best_Supporting_Actress,None_but_the_Lonely_Heart,Ethel_Barrymore,"[39.952583, -75.165222]"
New_York_City,1903-06-25,White,Straight,1946,Best_Supporting_Actress,National_Velvet,Anne_Revere,"[40.712776, -74.005974]"
Michigan_City_In,,White,Straight,1947,Best_Supporting_Actress,The_Razors_Edge,Anne_Baxter,"[41.7075, -86.895]"
New_York_City,,White,Straight,1948,Best_Supporting_Actress,Gentlemans_Agreement,Celeste_Holm,"[40.712776, -74.005974]"
New_York_City,,White,Straight,1949,Best_Supporting_Actress,Key_Largo,Claire_Trevor,"[40.712776, -74.005974]"
Joliet_Il,,White,Straight,1950,Best_Supporting_Actress,All_the_Kings_Men,Mercedes_McCambridge,"[41.525, -88.0817]"
Newtonville_Ma,1886-01-03,White,Straight,1951,Best_Supporting_Actress,Harvey,Josephine_Hull,"[42.3523, -71.2071]"
Detroit_Mi,,White,Straight,1952,Best_Supporting_Actress,A_Streetcar_Named_Desire,Kim_Hunter,"[42.331429, -83.045753]"
Los_Angeles_Ca,,White,Straight,1953,Best_Supporting_Actress,The_Bad_and_the_Beautiful,Gloria_Grahame,"[34.052235, -118.243683]"
Denison_Ia,,White,Straight,1954,Best_Supporting_Actress,From_Here_to_Eternity,Donna_Reed,"[42.0256, -95.353]"
Newark_Nj,,White,Straight,1955,Best_Supporting_Actress,On_the_Waterfront,Eva_Marie_Saint,"[40.7357, -74.1724]"
Oakland_Ca,,White,Straight,1956,Best_Supporting_Actress,East_of_Eden,Jo_Van_Fleet,"[37.804363, -122.271111]"
Chicago_Il,,White,Straight,1957,Best_Supporting_Actress,Written_on_the_Wind,Dorothy_Malone,"[41.878113, -87.629799]"
Otaro_Hokkaido_Japan,,Asian,Straight,1958,Best_Supporting_Actress,Sayonara,Miyoshi_Umeki,"[43.0621, 141.3544]"
Bramhall_Cheshire_England,,White,Straight,1959,Best_Supporting_Actress,Separate_Tables,Wendy_Hiller,"[53.36, -2.158]"
St_Louis_Mo,,White,Straight,1960,Best_Supporting_Actress,The_Diary_of_Anne_Frank,Shelley_Winters,"[38.627, -90.1994]"
Charleroi_Pa,,White,Straight,1961,Best_Supporting_Actress,Elmer_Gantry,Shirley_Jones,"[40.1726, -79.994]"
Humacao_Puerto_Rico,,Hispanic,Straight,1962,Best_Supporting_Actress,West_Side_Story,Rita_Moreno,"[18.1546, -65.8278]"
Elmhurst_Ny,,White,Straight,1963,Best_Supporting_Actress,The_Miracle_Worker,Patty_Duke,"[40.7376, -73.8785]"
London_England,1892-05-11,White,Straight,1964,Best_Supporting_Actress,the_VIPs,Margaret_Rutherford,"[51.507351, -0.127758]"
St_Petersburg_Russia,,White,Straight,1965,Best_Supporting_Actress,Zorba_the_Greek,Lila_Kedrova,"[59.9343, 30.3351]"
St_Louis_Mo,,White,Straight,1966,Best_Supporting_Actress,A_Patch_of_Blue,Shelley_Winters,"[38.627, -90.1994]"
Hastings_Ne,,White,Bisexual,1967,Best_Supporting_Actress,Whos_Afraid_of_Virginia_Woolf,Sandy_Dennis,"[40.5865, -98.3912]"
Marblehead_Ma,,White,Straight,1968,Best_Supporting_Actress,Bonnie_and_Clyde,Estelle_Parsons,"[42.5001, -70.8578]"
Quincy_Ma,1896-10-30,White,Straight,1969,Best_Supporting_Actress,Rosemarys_Baby,Ruth_Gordon,"[42.2529, -71.0023]"
Silver_Spring_Md,,White,Straight,1970,Best_Supporting_Actress,Cactus_Flower,Goldie_Hawn,"[39.0046, -77.0369]"
Washington_Dc,1900-10-10,White,Straight,1971,Best_Supporting_Actress,Airport,Helen_Hayes,"[38.89511, -77.03637]"
Des_Moines_Ia,,White,Straight,1972,Best_Supporting_Actress,The_Last_Picture_Show,Cloris_Leachman,"[41.591, -93.6037]"
Columbus_Oh,,White,Straight,1973,Best_Supporting_Actress,Butterflies_Are_Free,Eileen_Heckart,"[39.961178, -82.998795]"
Los_Angeles_Ca,,White,Straight,1974,Best_Supporting_Actress,Paper_Moon,Tatum_ONeal,"[34.052235, -118.243683]"
Stockholm_Sweden,,White,Straight,1975,Best_Supporting_Actress,Murder_on_the_Orient_Express,Ingrid_Bergman,"[59.3293, 18.0686]"
New_York_City,,White,Straight,1976,Best_Supporting_Actress,Shampoo,Lee_Grant,"[40.712776, -74.005974]"
Old_Westbury_Ny,,White,Straight,1977,Best_Supporting_Actress,Network,Beatrice_Straight,"[40.7759, -73.5931]"
London_England,,White,Straight,1978,Best_Supporting_Actress,Julia,Vanessa_Redgrave,"[51.507351, -0.127758]"
Ilford_Essex_England,1934-12-28,White,Straight,1979,Best_Supporting_Actress,California_Suite,Maggie_Smith,"[51.556, 0.0781]"
Summit_Nj,,White,Straight,1980,Best_Supporting_Actress,Kramer_vs_Kramer,Meryl_Streep,"[40.7159, -74.3646]"
Newport_Ar,,White,Straight,1981,Best_Supporting_Actress,Melvin_and_Howard,Mary_Steenburgen,"[35.6048, -91.2826]"
Troy_Ny,,White,Straight,1982,Best_Supporting_Actress,Reds,Maureen_Stapleton,"[42.7284, -73.6918]"
Cloquet_Mn,,White,Straight,1983,Best_Supporting_Actress,Tootsie,Jessica_Lange,"[46.7219, -92.4618]"
Morristown_Nj,,White,Straight,1984,Best_Supporting_Actress,The_Year_of_Living_Dangerously,Linda_Hunt,"[40.7968, -74.4815]"
Croydon_Surrey_England,,White,Straight,1985,Best_Supporting_Actress,A_Passage_to_India,Peggy_Ashcroft,"[51.376165, -0.098234]"
Santa_Monica_Ca,,White,Straight,1986,Best_Supporting_Actress,Prizzis_Honor,Anjelica_Huston,"[34.019394, -118.491191]"
Kansas_City_Mo,,White,Straight,1987,Best_Supporting_Actress,Hannah_and_Her_Sisters,Dianne_Wiest,"[39.099731, -94.578568]"
Lowell_Ma,,White,Straight,1988,Best_Supporting_Actress,Moonstruck,Olympia_Dukakis,"[42.6334, -71.3162]"
Wareham_Ma,,White,Straight,1989,Best_Supporting_Actress,The_Accidental_Tourist,Geena_Davis,"[41.7598, -70.7222]"
Dublin_Ireland,,White,Straight,1990,Best_Supporting_Actress,My_Left_Foot,Brenda_Fricker,"[53.3498, -6.2603]"
New_York_City,,Black,Straight,1991,Best_Supporting_Actress,Ghost,Whoopi_Goldberg,"[40.712776, -74.005974]"
Queens_Ny,,Hispanic,Straight,1992,Best_Supporting_Actress,The_Fisher_King,Mercedes_Ruehl,"[40.7282, -73.7949]"
Brooklyn_Ny,,White,Straight,1993,Best_Supporting_Actress,My_Cousin_Vinny,Marisa_Tomei,"[40.650002, -73.949997]"
Winnipeg_Manitoba_Canada,,White,Bisexual,1994,Best_Supporting_Actress,The_Piano,Anna_Paquin,"[49.8951, -97.1384]"
Kansas_City_Mo,,White,Straight,1995,Best_Supporting_Actress,Bullets_Over_Broadway,Dianne_Wiest,"[39.099731, -94.578568]"
Tenafly_Nj,,White,Straight,1996,Best_Supporting_Actress,Mighty_Aphrodite,Mira_Sorvino,"[40.9254, -73.9625]"
Paris_France,,White,Straight,1997,Best_Supporting_Actress,The_English_Patient,Juliette_Binoche,"[48.856613, 2.352222]"
Athens_Ga,,White,Straight,1998,Best_Supporting_Actress,LA_Confidential,Kim_Basinger,"[33.9519, -83.3576]"
York_North_Yorkshire_England,,White,Straight,1999,Best_Supporting_Actress,Shakespeare_in_Love,Judi_Dench,"[53.9591, -1.0815]"
Los_Angeles_Ca,1975-06-04,White,Bisexual,2000,Best_Supporting_Actress,Girl_Interrupted,Angelina_Jolie,"[34.052235, -118.243683]"
La_Jolla_Ca,1959-08-14,White,Straight,2001,Best_Supporting_Actress,Pollock,Marcia_Gay_Harden,"[32.832811, -117.271272]"
Catskill_Mountains_Ny,,White,Straight,2002,Best_Supporting_Actress,A_Beautiful_Mind,Jennifer_Connelly,"[42.1957, -74.1332]"
Mumbles_Wales,,White,Straight,2003,Best_Supporting_Actress,Chicago,Catherine_ZetaJones,"[51.568, -3.9763]"
Katy_Tx,,White,Straight,2004,Best_Supporting_Actress,Cold_Mountain,RenÌe_Zellweger,"[29.7858, -95.8244]"
Melbourne_Victoria_Australia,,White,Straight,2005,Best_Supporting_Actress,The_Aviator,Cate_Blanchett,"[-37.8136, 144.9631]"
London_England,1971-03-07,White,Straight,2006,Best_Supporting_Actress,The_Constant_Gardener,Rachel_Weisz,"[51.507351, -0.127758]"
Chicago_Il,,Black,Straight,2007,Best_Supporting_Actress,Dreamgirls,Jennifer_Hudson,"[41.878113, -87.629799]"
London_England,,White,Straight,2007,Best_Supporting_Actress,Michael_Clayton,Tilda_Swinton,"[51.507351, -0.127758]"
Madrid_Spain,,Hispanic,Straight,2009,Best_Supporting_Actress,Vicky_Cristina_Barcelona,Penelope_Cruz,"[40.4168, -3.7038]"
Woodlawn_Md,,Black,Straight,2010,Best_Supporting_Actress,Precious,MoNique,"[39.3051, -76.772]"
New_York_City,,White,Straight,2011,Best_Supporting_Actress,The_Fighter,Melissa_Leo,"[40.712776, -74.005974]"
Montgomery_Al,,Black,Straight,2012,Best_Supporting_Actress,The_Help,Octavia_Spencer,"[32.3668, -86.3006]"
Brooklyn_Ny,,White,Straight,2013,Best_Supporting_Actress,Les_MisÌrables,Anne_Hathaway,"[40.650002, -73.949997]"
Mexico_City_Mexico,,Black,Straight,2014,Best_Supporting_Actress,12_Years_a_Slave,Lupita_Nyongo,"[19.4326, -99.1332]"
Sucha_Galicia_Austria,,White,Straight,1961,Best_Director,The_Apartment,Billy_Wilder,"[49.634785, 22.67423]"
Independence_Mo,,White,Straight,1941,Best_Actress,Kitty_Foyle,Ginger_Rogers,"[39.0911, -94.4155]"
Concord_Ca,,White,Straight,1994,Best_Actor,Philadelphia,Tom_Hanks,"[37.9779, -122.0311]"
New_York_City,1939-02-03,White,Straight,1979,Best_Director,The_Deer_Hunter,Michael_Cimino,"[40.712776, -74.005974]"
Quincy_Il,1906-05-03,White,Straight,1942,Best_Supporting_Actress,The_Great_Lie,Mary_Astor,"[39.9356, -91.4099]"
Los_Angeles_Ca,1975-06-04,White,Bisexual,2000,Best_Supporting_Actress,Girl_Interrupted,Angelina_Jolie,"[34.052235, -118.243683]"
New_York_City,,White,Straight,1976,Best_Supporting_Actress,Shampoo,Lee_Grant,"[40.712776, -74.005974]"
New_York_City,1903-06-25,White,Straight,1946,Best_Supporting_Actress,National_Velvet,Anne_Revere,"[40.712776, -74.005974]"
Bascom_Fl,1941-01-14,White,Straight,1977,Best_Actress,Network,Faye_Dunaway,"[30.8383, -85.1047]"
Walters_Ok,1910-12-13,White,Straight,1943,Best_Supporting_Actor,Johnny_Eager,Van_Heflin,"[34.3626, -98.3052]"
Thomasville_Ga,,White,Straight,1958,Best_Actress,The_Three_Faces_of_Eve,Joanne_Woodward,"[30.8368, -83.9787]"
Helena_Mt,1901-05-07,White,Straight,1953,Best_Actor,High_Noon,Gary_Cooper,"[46.58976, -112.03912]"
London_England,1932-02-27,White,Straight,1967,Best_Actress,Whos_Afraid_of_Virginia_Woolf,Elizabeth_Taylor,"[51.507351, -0.127758]"
Lincoln_Ne,1974-07-30,White,Straight,2005,Best_Actress,Million_Dollar_Baby,Hilary_Swank,"[40.8136, -96.7026]"
Lincoln_Ne,1974-07-30,White,Straight,2005,Best_Actress,Million_Dollar_Baby,Hilary_Swank,"[40.8136, -96.7026]"
Los_Angeles_Ca,1972-09-27,White,Straight,1999,Best_Actress,Shakespeare_in_Love,Gwyneth_Paltrow,"[34.052235, -118.243683]"
Malden_Ma,,White,Straight,1969,Best_Supporting_Actor,The_Subject_Was_Roses,Jack_Albertson,"[42.4251, -71.0662]"
Woodlawn_Md,,Black,Straight,2010,Best_Supporting_Actress,Precious,MoNique,"[39.3051, -76.772]"
La_Jolla_Ca,1959-08-14,White,Straight,2001,Best_Supporting_Actress,Pollock,Marcia_Gay_Harden,"[32.832811, -117.271272]"
Ilford_Essex_England,1934-12-28,White,Straight,1970,Best_Actress,The_Prime_of_Miss_Jean_Brodie,Maggie_Smith,"[51.556, 0.0781]"
London_England,1971-03-07,White,Straight,2006,Best_Supporting_Actress,The_Constant_Gardener,Rachel_Weisz,"[51.507351, -0.127758]"
Manchester_England,1956-10-20,White,Straight,2009,Best_Director,Slumdog_Millionaire,Danny_Boyle,"[53.480759, -2.242631]"
Chicago_Il,1922-07-26,White,Straight,1977,Best_Supporting_Actor,All_the_Presidents_Men,Jason_Robards,"[41.878113, -87.629799]"
Laurel_Ne,1928-08-31,White,Straight,1999,Best_Supporting_Actor,Affliction,James_Coburn,"[42.3947, -97.0991]"
Nevada_Mo,,White,Straight,1949,Best_Director,The_Treasure_of_the_Sierra_Madre,John_Huston,"[37.839333, -94.354869]"
